id,clasificacion_cliente
59234,segmento_2
59235,segmento_3
59236,segmento_2
59237,segmento_1
59238,segmento_2
59239,segmento_1
59240,segmento_3
12785,segmento_3
59241,segmento_3
4867,segmento_3
7328,segmento_2
30790,segmento_1
59242,segmento_2
59243,segmento_3
59244,segmento_2
35882,segmento_2
59245,segmento_3
59246,segmento_1
26038,segmento_3
59247,segmento_3
17300,segmento_3
59248,segmento_2
30285,segmento_3
59249,segmento_3
11835,segmento_3
7130,segmento_2
59250,segmento_2
59251,segmento_2
59252,segmento_2
59253,segmento_3
22758,segmento_1
59254,segmento_2
59255,segmento_2
12647,segmento_3
59256,segmento_2
59257,segmento_3
59258,segmento_4
59259,segmento_3
59260,segmento_2
59261,segmento_2
59262,segmento_2
26795,segmento_3
59263,segmento_3
59264,segmento_3
59265,segmento_4
59266,segmento_3
59267,segmento_2
59268,segmento_3
59269,segmento_3
59270,segmento_3
35022,segmento_2
59271,segmento_2
59272,segmento_3
59273,segmento_2
59274,segmento_2
59275,segmento_2
59276,segmento_3
59277,segmento_3
59278,segmento_3
59279,segmento_2
59280,segmento_2
59281,segmento_2
59282,segmento_3
59283,segmento_3
25844,segmento_3
59284,segmento_1
59285,segmento_2
59286,segmento_2
37063,segmento_2
59287,segmento_2
59288,segmento_2
59289,segmento_2
59290,segmento_3
16377,segmento_2
59291,segmento_2
59292,segmento_2
59293,segmento_3
59294,segmento_1
59295,segmento_3
59296,segmento_3
20874,segmento_2
7461,segmento_2
59297,segmento_3
59298,segmento_2
59299,segmento_2
59300,segmento_2
59301,segmento_2
59302,segmento_2
59303,segmento_3
25773,segmento_3
59304,segmento_3
30498,segmento_2
59305,segmento_3
59306,segmento_3
59307,segmento_2
59308,segmento_2
59309,segmento_2
59310,segmento_2
59311,segmento_2
31315,segmento_2
59312,segmento_3
59313,segmento_2
59314,segmento_2
59315,segmento_3
35803,segmento_2
59316,segmento_2
59317,segmento_3
2329,segmento_3
59318,segmento_3
59319,segmento_2
59320,segmento_3
59321,segmento_3
59322,segmento_2
59323,segmento_2
59324,segmento_2
26524,segmento_3
59325,segmento_2
59326,segmento_2
59327,segmento_1
30537,segmento_3
21988,segmento_2
35243,segmento_2
4632,segmento_2
59328,segmento_2
59329,segmento_2
59330,segmento_2
59331,segmento_2
59332,segmento_4
59333,segmento_3
59334,segmento_2
59335,segmento_2
30868,segmento_2
59336,segmento_2
59337,segmento_3
59338,segmento_2
59339,segmento_3
59340,segmento_2
59341,segmento_1
59342,segmento_2
59343,segmento_3
59344,segmento_2
59345,segmento_2
59346,segmento_2
59347,segmento_2
59348,segmento_2
59349,segmento_2
59350,segmento_1
59351,segmento_3
16980,segmento_3
59352,segmento_2
59353,segmento_3
59354,segmento_2
59355,segmento_2
59356,segmento_2
59357,segmento_2
59358,segmento_2
59359,segmento_2
59360,segmento_3
59361,segmento_2
59362,segmento_3
59363,segmento_3
59364,segmento_2
35495,segmento_3
59365,segmento_3
59366,segmento_3
3607,segmento_3
59367,segmento_2
22026,segmento_2
59368,segmento_1
59369,segmento_2
59370,segmento_2
59371,segmento_2
59372,segmento_2
59373,segmento_3
59374,segmento_3
59375,segmento_2
12236,segmento_2
59376,segmento_2
59377,segmento_2
59378,segmento_3
7406,segmento_2
59379,segmento_3
59380,segmento_2
59381,segmento_2
59382,segmento_2
59383,segmento_3
59384,segmento_2
59385,segmento_3
59386,segmento_2
59387,segmento_2
59388,segmento_2
59389,segmento_2
59390,segmento_2
59391,segmento_2
59392,segmento_3
59393,segmento_2
8145,segmento_3
59394,segmento_2
59395,segmento_3
59396,segmento_2
59397,segmento_3
59398,segmento_2
32389,segmento_2
59399,segmento_2
59400,segmento_2
59401,segmento_2
59402,segmento_2
59403,segmento_3
59404,segmento_2
59405,segmento_3
59406,segmento_3
59407,segmento_2
59408,segmento_4
2100,segmento_3
20617,segmento_3
59409,segmento_3
59410,segmento_2
59411,segmento_2
11837,segmento_3
59412,segmento_2
59413,segmento_3
59414,segmento_2
59415,segmento_3
59416,segmento_2
59417,segmento_2
59418,segmento_3
35681,segmento_2
59419,segmento_3
59420,segmento_3
59421,segmento_2
59422,segmento_2
59423,segmento_2
7874,segmento_2
59424,segmento_1
26586,segmento_3
59425,segmento_1
59426,segmento_2
59427,segmento_2
59428,segmento_3
25847,segmento_3
59429,segmento_2
59430,segmento_2
59431,segmento_3
59432,segmento_3
59433,segmento_3
59434,segmento_2
59435,segmento_2
59436,segmento_2
34925,segmento_3
59437,segmento_2
59438,segmento_3
59439,segmento_3
59440,segmento_2
59441,segmento_3
59442,segmento_2
59443,segmento_3
59444,segmento_2
59445,segmento_2
59446,segmento_2
59447,segmento_2
59448,segmento_3
59449,segmento_3
59450,segmento_1
59451,segmento_2
59452,segmento_3
59453,segmento_3
59454,segmento_3
59455,segmento_1
2625,segmento_3
59456,segmento_3
30618,segmento_2
25508,segmento_3
59457,segmento_2
59458,segmento_3
59459,segmento_2
59460,segmento_3
59461,segmento_3
21840,segmento_1
59462,segmento_2
59463,segmento_1
59464,segmento_3
59465,segmento_2
59466,segmento_2
59467,segmento_2
20710,segmento_2
59468,segmento_3
59469,segmento_2
59470,segmento_2
59471,segmento_3
59472,segmento_3
59473,segmento_2
59474,segmento_2
59475,segmento_2
59476,segmento_3
59477,segmento_2
12586,segmento_3
59478,segmento_2
59479,segmento_3
59480,segmento_1
59481,segmento_2
31493,segmento_3
59482,segmento_3
59483,segmento_2
34644,segmento_2
59484,segmento_2
59485,segmento_2
30683,segmento_1
30452,segmento_2
16448,segmento_3
59486,segmento_3
16351,segmento_3
59487,segmento_3
59488,segmento_3
59489,segmento_3
59490,segmento_3
59491,segmento_2
59492,segmento_2
30576,segmento_2
36104,segmento_3
59493,segmento_2
25743,segmento_2
59494,segmento_3
59495,segmento_2
21276,segmento_2
59496,segmento_3
59497,segmento_2
59498,segmento_3
59499,segmento_2
59500,segmento_2
59501,segmento_2
59502,segmento_2
59503,segmento_3
59504,segmento_3
35011,segmento_2
59505,segmento_3
59506,segmento_2
59507,segmento_2
21996,segmento_2
59508,segmento_3
59509,segmento_3
30294,segmento_1
16837,segmento_2
59510,segmento_1
59511,segmento_3
59512,segmento_3
35879,segmento_2
26551,segmento_3
59513,segmento_3
16157,segmento_2
30105,segmento_2
7127,segmento_1
30305,segmento_3
7321,segmento_3
7884,segmento_3
59514,segmento_1
59515,segmento_2
59516,segmento_1
59517,segmento_2
59518,segmento_2
59519,segmento_2
59520,segmento_2
17668,segmento_1
31435,segmento_3
59521,segmento_2
59522,segmento_3
12013,segmento_3
59523,segmento_1
12541,segmento_3
59524,segmento_2
59525,segmento_2
59526,segmento_2
59527,segmento_3
59528,segmento_2
59529,segmento_1
34731,segmento_2
59530,segmento_2
59531,segmento_3
22516,segmento_3
3258,segmento_3
59532,segmento_2
31259,segmento_2
59533,segmento_1
36057,segmento_1
59534,segmento_2
21061,segmento_3
59535,segmento_2
59536,segmento_2
59537,segmento_2
35387,segmento_3
59538,segmento_3
59539,segmento_2
59540,segmento_2
59541,segmento_2
59542,segmento_2
59543,segmento_2
18617,segmento_2
59544,segmento_3
59545,segmento_3
59546,segmento_2
59547,segmento_2
59548,segmento_3
59549,segmento_3
36738,segmento_2
21722,segmento_2
59550,segmento_2
59551,segmento_3
59552,segmento_2
59553,segmento_1
17040,segmento_2
26630,segmento_3
59554,segmento_2
59555,segmento_2
59556,segmento_2
7103,segmento_3
59557,segmento_3
59558,segmento_1
35167,segmento_3
59559,segmento_3
59560,segmento_3
59561,segmento_4
59562,segmento_2
59563,segmento_2
59564,segmento_3
59565,segmento_3
59566,segmento_2
59567,segmento_2
59568,segmento_1
59569,segmento_3
26251,segmento_3
22089,segmento_3
59570,segmento_3
59571,segmento_1
25683,segmento_3
59572,segmento_1
35789,segmento_3
59573,segmento_2
59574,segmento_1
30613,segmento_3
2417,segmento_3
59575,segmento_2
59576,segmento_2
59577,segmento_2
32408,segmento_3
7333,segmento_2
35432,segmento_1
30462,segmento_3
59578,segmento_3
25762,segmento_2
59579,segmento_2
7197,segmento_2
59580,segmento_2
7062,segmento_2
59581,segmento_2
59582,segmento_2
59583,segmento_2
59584,segmento_2
59585,segmento_2
26179,segmento_2
35068,segmento_2
59586,segmento_2
11749,segmento_2
2452,segmento_3
59587,segmento_2
59588,segmento_2
59589,segmento_2
59590,segmento_2
59591,segmento_2
59592,segmento_3
59593,segmento_3
59594,segmento_1
59595,segmento_3
59596,segmento_2
59597,segmento_3
59598,segmento_2
59599,segmento_2
59600,segmento_2
59601,segmento_2
11880,segmento_2
4538,segmento_2
59602,segmento_2
59603,segmento_2
59604,segmento_2
59605,segmento_3
59606,segmento_2
59607,segmento_2
2438,segmento_2
2466,segmento_3
59608,segmento_3
59609,segmento_1
35861,segmento_2
59610,segmento_2
59611,segmento_2
30487,segmento_3
7168,segmento_3
13866,segmento_2
59612,segmento_2
59613,segmento_3
59614,segmento_1
59615,segmento_2
59616,segmento_1
59617,segmento_2
59618,segmento_2
59619,segmento_1
59620,segmento_2
59621,segmento_2
59622,segmento_2
59623,segmento_2
59624,segmento_3
59625,segmento_3
59626,segmento_1
59627,segmento_3
59628,segmento_2
59629,segmento_2
59630,segmento_3
59631,segmento_2
59632,segmento_3
25894,segmento_3
21347,segmento_3
4227,segmento_3
30552,segmento_2
59633,segmento_2
59634,segmento_2
26240,segmento_3
59635,segmento_2
59636,segmento_2
59637,segmento_2
23052,segmento_3
59638,segmento_2
59639,segmento_3
59640,segmento_2
59641,segmento_2
59642,segmento_2
59643,segmento_2
59644,segmento_2
59645,segmento_2
20902,segmento_3
59646,segmento_2
59647,segmento_1
59648,segmento_1
59649,segmento_3
27713,segmento_1
59650,segmento_2
59651,segmento_3
59652,segmento_3
26758,segmento_2
59653,segmento_2
59654,segmento_3
59655,segmento_2
21486,segmento_3
59656,segmento_3
16547,segmento_3
3399,segmento_2
59657,segmento_3
59658,segmento_2
8677,segmento_3
59659,segmento_2
59660,segmento_2
59661,segmento_2
59662,segmento_1
59663,segmento_1
59664,segmento_2
59665,segmento_2
59666,segmento_2
59667,segmento_3
17130,segmento_2
59668,segmento_3
59669,segmento_1
59670,segmento_3
59671,segmento_2
30617,segmento_2
59672,segmento_2
17228,segmento_2
59673,segmento_3
59674,segmento_3
59675,segmento_3
59676,segmento_3
59677,segmento_2
59678,segmento_2
59679,segmento_2
59680,segmento_2
59681,segmento_3
59682,segmento_2
59683,segmento_3
59684,segmento_3
59685,segmento_2
59686,segmento_3
59687,segmento_1
59688,segmento_2
11924,segmento_2
59689,segmento_2
59690,segmento_2
59691,segmento_1
36487,segmento_1
59692,segmento_1
59693,segmento_3
59694,segmento_3
20716,segmento_3
2751,segmento_2
59695,segmento_3
59696,segmento_3
59697,segmento_2
59698,segmento_2
59699,segmento_2
6999,segmento_2
59700,segmento_3
59701,segmento_2
59702,segmento_3
59703,segmento_2
59704,segmento_3
59705,segmento_2
59706,segmento_2
59707,segmento_2
59708,segmento_2
59709,segmento_3
59710,segmento_3
59711,segmento_2
59712,segmento_3
59713,segmento_3
25645,segmento_3
59714,segmento_2
59715,segmento_2
59716,segmento_2
59717,segmento_1
59718,segmento_2
59719,segmento_2
59720,segmento_1
59721,segmento_3
59722,segmento_3
59723,segmento_3
2481,segmento_2
59724,segmento_1
59725,segmento_2
59726,segmento_3
59727,segmento_3
59728,segmento_2
29956,segmento_2
59729,segmento_3
59730,segmento_1
17178,segmento_3
59731,segmento_3
21081,segmento_3
59732,segmento_3
59733,segmento_2
59734,segmento_1
11703,segmento_3
59735,segmento_3
59736,segmento_2
25848,segmento_2
59737,segmento_3
59738,segmento_3
34588,segmento_3
59739,segmento_2
59740,segmento_2
59741,segmento_2
59742,segmento_3
20802,segmento_1
25516,segmento_1
59743,segmento_2
59744,segmento_2
59745,segmento_3
59746,segmento_2
35076,segmento_3
59747,segmento_2
2189,segmento_3
34932,segmento_3
59748,segmento_3
59749,segmento_3
59750,segmento_2
59751,segmento_2
59752,segmento_3
59753,segmento_2
59754,segmento_2
20840,segmento_2
59755,segmento_3
59756,segmento_2
7364,segmento_3
20914,segmento_3
6913,segmento_3
59757,segmento_2
27846,segmento_1
59758,segmento_2
59759,segmento_3
59760,segmento_3
12479,segmento_2
18602,segmento_3
30092,segmento_2
2418,segmento_3
59761,segmento_2
34608,segmento_2
59762,segmento_2
59763,segmento_1
59764,segmento_3
59765,segmento_2
11513,segmento_4
59766,segmento_2
59767,segmento_2
59768,segmento_4
2591,segmento_3
59769,segmento_3
59770,segmento_3
27445,segmento_2
59771,segmento_2
59772,segmento_2
59773,segmento_2
59774,segmento_3
59775,segmento_3
59776,segmento_2
59777,segmento_2
59778,segmento_2
22264,segmento_3
25383,segmento_2
59779,segmento_3
6817,segmento_3
59780,segmento_2
6828,segmento_3
59781,segmento_2
59782,segmento_2
59783,segmento_3
59784,segmento_2
59785,segmento_3
59786,segmento_2
59787,segmento_2
25854,segmento_2
7586,segmento_2
59788,segmento_3
59789,segmento_3
59790,segmento_3
59791,segmento_3
59792,segmento_3
59793,segmento_3
11745,segmento_3
26523,segmento_1
30606,segmento_1
59794,segmento_3
59795,segmento_2
59796,segmento_2
59797,segmento_2
34928,segmento_3
59798,segmento_3
11588,segmento_2
59799,segmento_3
59800,segmento_3
59801,segmento_3
59802,segmento_4
59803,segmento_3
59804,segmento_3
59805,segmento_2
59806,segmento_2
59807,segmento_3
59808,segmento_2
59809,segmento_3
59810,segmento_3
59811,segmento_2
25643,segmento_2
31099,segmento_3
59812,segmento_3
59813,segmento_3
59814,segmento_3
59815,segmento_3
59816,segmento_3
59817,segmento_1
59818,segmento_3
59819,segmento_2
11746,segmento_2
59820,segmento_3
59821,segmento_2
59822,segmento_3
59823,segmento_2
59824,segmento_2
59825,segmento_2
25745,segmento_3
59826,segmento_2
59827,segmento_3
59828,segmento_2
59829,segmento_2
59830,segmento_2
59831,segmento_2
16431,segmento_2
59832,segmento_2
59833,segmento_2
59834,segmento_3
59835,segmento_2
59836,segmento_4
30459,segmento_3
59837,segmento_2
59838,segmento_2
59839,segmento_2
59840,segmento_2
59841,segmento_3
59842,segmento_2
59843,segmento_2
59844,segmento_1
59845,segmento_1
59846,segmento_3
59847,segmento_1
59848,segmento_3
11680,segmento_3
31156,segmento_2
59849,segmento_2
59850,segmento_3
59851,segmento_2
59852,segmento_2
59853,segmento_3
18690,segmento_1
30669,segmento_2
59854,segmento_2
12098,segmento_2
59855,segmento_2
59856,segmento_2
59857,segmento_2
59858,segmento_2
7756,segmento_3
59859,segmento_2
30353,segmento_3
16449,segmento_2
59860,segmento_3
21062,segmento_3
59861,segmento_2
59862,segmento_3
59863,segmento_2
59864,segmento_2
31378,segmento_1
59865,segmento_2
59866,segmento_3
59867,segmento_2
59868,segmento_2
26048,segmento_3
12558,segmento_2
59869,segmento_2
59870,segmento_2
59871,segmento_3
59872,segmento_2
59873,segmento_2
59874,segmento_2
59875,segmento_3
59876,segmento_2
59877,segmento_1
34936,segmento_2
59878,segmento_2
30360,segmento_3
59879,segmento_3
20944,segmento_3
59880,segmento_3
59881,segmento_2
92,segmento_3
59882,segmento_3
59883,segmento_1
59884,segmento_1
25917,segmento_2
59885,segmento_2
59886,segmento_2
59887,segmento_2
59888,segmento_2
59889,segmento_3
59890,segmento_3
59891,segmento_2
59892,segmento_3
59893,segmento_2
59894,segmento_2
8452,segmento_3
2535,segmento_2
59895,segmento_3
59896,segmento_3
59897,segmento_2
35239,segmento_3
59898,segmento_3
59899,segmento_3
59900,segmento_2
59901,segmento_2
59902,segmento_1
59903,segmento_3
59904,segmento_1
59905,segmento_3
59906,segmento_2
59907,segmento_2
59908,segmento_2
59909,segmento_3
59910,segmento_2
59911,segmento_3
59912,segmento_2
59913,segmento_2
59914,segmento_2
26126,segmento_2
35741,segmento_3
59915,segmento_2
59916,segmento_2
2607,segmento_2
59917,segmento_2
7524,segmento_3
59918,segmento_3
9233,segmento_3
59919,segmento_2
59920,segmento_2
59921,segmento_3
59922,segmento_3
59923,segmento_2
59924,segmento_2
7474,segmento_3
59925,segmento_3
59926,segmento_2
59927,segmento_3
59928,segmento_2
59929,segmento_3
21108,segmento_3
59930,segmento_3
59931,segmento_3
59932,segmento_2
59933,segmento_3
59934,segmento_2
59935,segmento_2
59936,segmento_3
59937,segmento_2
59938,segmento_3
59939,segmento_3
59940,segmento_2
59941,segmento_2
59942,segmento_2
59943,segmento_2
16612,segmento_2
59944,segmento_3
59945,segmento_3
59946,segmento_2
13401,segmento_2
59947,segmento_2
59948,segmento_3
32280,segmento_3
30554,segmento_2
59949,segmento_3
59950,segmento_2
2358,segmento_2
59951,segmento_2
59952,segmento_2
59953,segmento_3
11891,segmento_1
22088,segmento_1
59954,segmento_2
59955,segmento_2
7727,segmento_2
8859,segmento_2
59956,segmento_3
59957,segmento_2
59958,segmento_2
59959,segmento_2
59960,segmento_3
59961,segmento_3
59962,segmento_2
59963,segmento_2
59964,segmento_2
59965,segmento_3
59966,segmento_2
59967,segmento_2
59968,segmento_2
59969,segmento_2
17049,segmento_2
59970,segmento_3
59971,segmento_2
59972,segmento_2
59973,segmento_2
59974,segmento_3
59975,segmento_2
59976,segmento_2
59977,segmento_2
21181,segmento_2
59978,segmento_2
59979,segmento_3
59980,segmento_1
59981,segmento_1
59982,segmento_3
59983,segmento_3
59984,segmento_2
59985,segmento_3
59986,segmento_3
59987,segmento_2
59988,segmento_2
59989,segmento_2
59990,segmento_2
59991,segmento_2
17429,segmento_3
21099,segmento_3
16565,segmento_3
11488,segmento_2
59992,segmento_2
59993,segmento_3
3348,segmento_2
59994,segmento_3
59995,segmento_2
16403,segmento_2
59996,segmento_2
59997,segmento_3
59998,segmento_3
12887,segmento_3
11539,segmento_3
59999,segmento_3
60000,segmento_3
60001,segmento_3
60002,segmento_3
60003,segmento_3
60004,segmento_2
60005,segmento_2
60006,segmento_2
60007,segmento_2
60008,segmento_3
60009,segmento_2
60010,segmento_2
3542,segmento_1
60011,segmento_3
60012,segmento_3
60013,segmento_3
60014,segmento_3
60015,segmento_2
29978,segmento_3
29995,segmento_3
60016,segmento_2
60017,segmento_3
60018,segmento_2
60019,segmento_3
16836,segmento_3
2186,segmento_2
60020,segmento_2
60021,segmento_2
60022,segmento_2
60023,segmento_2
11571,segmento_1
20770,segmento_1
60024,segmento_1
60025,segmento_2
2767,segmento_3
60026,segmento_3
60027,segmento_3
60028,segmento_3
60029,segmento_2
2233,segmento_3
60030,segmento_2
26217,segmento_3
60031,segmento_3
60032,segmento_2
35290,segmento_2
60033,segmento_2
60034,segmento_2
60035,segmento_2
60036,segmento_3
60037,segmento_2
17474,segmento_1
8884,segmento_1
60038,segmento_3
60039,segmento_2
60040,segmento_2
60041,segmento_2
60042,segmento_3
60043,segmento_2
60044,segmento_3
60045,segmento_3
16131,segmento_2
60046,segmento_3
60047,segmento_3
60048,segmento_3
60049,segmento_2
60050,segmento_2
60051,segmento_1
29988,segmento_2
60052,segmento_2
60053,segmento_2
60054,segmento_2
60055,segmento_3
60056,segmento_3
2430,segmento_2
60057,segmento_2
60058,segmento_3
31115,segmento_2
60059,segmento_2
11794,segmento_3
11420,segmento_3
60060,segmento_2
60061,segmento_3
60062,segmento_3
60063,segmento_3
3034,segmento_3
60064,segmento_2
60065,segmento_3
60066,segmento_3
60067,segmento_2
60068,segmento_3
60069,segmento_2
21534,segmento_2
60070,segmento_3
60071,segmento_1
60072,segmento_2
60073,segmento_3
60074,segmento_3
60075,segmento_3
60076,segmento_2
60077,segmento_2
60078,segmento_3
16485,segmento_3
60079,segmento_3
60080,segmento_2
60081,segmento_2
60082,segmento_2
31880,segmento_2
60083,segmento_2
60084,segmento_1
60085,segmento_1
30764,segmento_3
60086,segmento_3
25823,segmento_1
60087,segmento_2
60088,segmento_3
60089,segmento_2
60090,segmento_2
60091,segmento_2
12467,segmento_3
60092,segmento_2
60093,segmento_2
60094,segmento_2
60095,segmento_2
60096,segmento_2
60097,segmento_2
32525,segmento_2
60098,segmento_2
60099,segmento_2
60100,segmento_2
60101,segmento_3
60102,segmento_2
60103,segmento_2
60104,segmento_2
60105,segmento_2
60106,segmento_2
34836,segmento_3
60107,segmento_2
17267,segmento_3
60108,segmento_3
60109,segmento_3
60110,segmento_2
60111,segmento_2
2985,segmento_1
60112,segmento_2
60113,segmento_2
60114,segmento_1
60115,segmento_2
60116,segmento_2
60117,segmento_2
60118,segmento_2
60119,segmento_2
2971,segmento_3
60120,segmento_3
60121,segmento_2
60122,segmento_1
60123,segmento_2
60124,segmento_3
26110,segmento_3
60125,segmento_3
60126,segmento_3
60127,segmento_2
60128,segmento_2
60129,segmento_3
25828,segmento_2
60130,segmento_2
60131,segmento_2
60132,segmento_3
60133,segmento_3
26681,segmento_2
35018,segmento_1
60134,segmento_2
34810,segmento_3
60135,segmento_3
60136,segmento_1
60137,segmento_1
60138,segmento_2
34920,segmento_3
60139,segmento_3
60140,segmento_2
60141,segmento_3
16271,segmento_3
60142,segmento_3
60143,segmento_2
20925,segmento_3
60144,segmento_2
60145,segmento_3
60146,segmento_3
21221,segmento_1
60147,segmento_3
21204,segmento_3
60148,segmento_2
60149,segmento_2
60150,segmento_3
60151,segmento_3
60152,segmento_2
60153,segmento_3
60154,segmento_2
60155,segmento_3
60156,segmento_2
60157,segmento_3
60158,segmento_3
60159,segmento_2
60160,segmento_2
60161,segmento_3
60162,segmento_3
11730,segmento_2
60163,segmento_3
60164,segmento_3
25722,segmento_2
26091,segmento_2
60165,segmento_2
60166,segmento_3
60167,segmento_3
60168,segmento_3
17029,segmento_2
60169,segmento_2
60170,segmento_2
60171,segmento_2
60172,segmento_2
60173,segmento_3
60174,segmento_2
60175,segmento_2
60176,segmento_3
26812,segmento_3
60177,segmento_1
60178,segmento_2
60179,segmento_3
60180,segmento_2
4626,segmento_4
60181,segmento_3
60182,segmento_3
60183,segmento_2
60184,segmento_2
60185,segmento_2
60186,segmento_3
60187,segmento_3
27349,segmento_3
60188,segmento_3
60189,segmento_4
60190,segmento_4
60191,segmento_3
60192,segmento_3
2785,segmento_3
60193,segmento_3
2698,segmento_2
60194,segmento_1
60195,segmento_2
60196,segmento_2
60197,segmento_2
22022,segmento_2
60198,segmento_2
60199,segmento_2
35466,segmento_3
60200,segmento_3
60201,segmento_3
30759,segmento_1
27856,segmento_3
60202,segmento_2
60203,segmento_2
21346,segmento_3
7681,segmento_2
60204,segmento_2
60205,segmento_2
60206,segmento_2
60207,segmento_2
60208,segmento_3
60209,segmento_2
60210,segmento_2
60211,segmento_1
60212,segmento_4
60213,segmento_4
60214,segmento_2
4131,segmento_1
60215,segmento_3
60216,segmento_2
60217,segmento_2
60218,segmento_3
60219,segmento_2
60220,segmento_1
60221,segmento_1
60222,segmento_3
60223,segmento_1
60224,segmento_2
60225,segmento_2
12422,segmento_3
60226,segmento_2
60227,segmento_2
60228,segmento_2
60229,segmento_2
60230,segmento_2
22165,segmento_2
60231,segmento_2
60232,segmento_2
2781,segmento_3
20913,segmento_3
31318,segmento_3
60233,segmento_2
60234,segmento_2
60235,segmento_2
60236,segmento_2
21561,segmento_3
60237,segmento_2
60238,segmento_3
3581,segmento_3
60239,segmento_2
60240,segmento_2
60241,segmento_2
60242,segmento_1
60243,segmento_2
12775,segmento_2
60244,segmento_2
60245,segmento_3
60246,segmento_3
60247,segmento_2
60248,segmento_3
60249,segmento_2
60250,segmento_2
60251,segmento_3
60252,segmento_2
60253,segmento_2
60254,segmento_2
60255,segmento_3
60256,segmento_3
60257,segmento_2
60258,segmento_2
60259,segmento_1
60260,segmento_2
36026,segmento_3
60261,segmento_3
60262,segmento_2
60263,segmento_4
60264,segmento_2
60265,segmento_3
60266,segmento_2
26225,segmento_2
60267,segmento_2
60268,segmento_3
60269,segmento_3
60270,segmento_3
60271,segmento_1
16488,segmento_2
60272,segmento_3
60273,segmento_3
60274,segmento_4
60275,segmento_2
60276,segmento_2
60277,segmento_1
34763,segmento_3
60278,segmento_2
21746,segmento_2
60279,segmento_2
60280,segmento_3
60281,segmento_4
16124,segmento_2
60282,segmento_1
60283,segmento_2
60284,segmento_3
60285,segmento_2
60286,segmento_2
60287,segmento_3
60288,segmento_3
60289,segmento_3
2292,segmento_2
34760,segmento_2
27930,segmento_2
60290,segmento_3
60291,segmento_3
60292,segmento_2
60293,segmento_2
6853,segmento_3
60294,segmento_3
34641,segmento_3
60295,segmento_3
60296,segmento_3
60297,segmento_3
11537,segmento_3
60298,segmento_1
30467,segmento_3
60299,segmento_2
60300,segmento_3
6870,segmento_3
60301,segmento_3
60302,segmento_2
60303,segmento_2
60304,segmento_2
60305,segmento_2
60306,segmento_2
60307,segmento_3
60308,segmento_3
30806,segmento_2
60309,segmento_2
21544,segmento_3
60310,segmento_2
60311,segmento_3
60312,segmento_3
60313,segmento_2
60314,segmento_2
60315,segmento_3
25535,segmento_2
60316,segmento_2
60317,segmento_2
60318,segmento_2
60319,segmento_3
60320,segmento_3
60321,segmento_3
60322,segmento_2
60323,segmento_3
60324,segmento_2
60325,segmento_2
60326,segmento_3
60327,segmento_2
60328,segmento_3
60329,segmento_2
60330,segmento_3
60331,segmento_2
60332,segmento_2
60333,segmento_3
60334,segmento_2
16207,segmento_3
60335,segmento_2
60336,segmento_2
60337,segmento_2
20695,segmento_2
60338,segmento_4
20950,segmento_3
60339,segmento_2
60340,segmento_2
60341,segmento_2
60342,segmento_2
60343,segmento_1
35398,segmento_3
60344,segmento_2
60345,segmento_3
60346,segmento_2
12736,segmento_1
11573,segmento_3
60347,segmento_2
60348,segmento_3
60349,segmento_1
60350,segmento_3
20708,segmento_3
25738,segmento_2
32434,segmento_2
60351,segmento_2
60352,segmento_2
60353,segmento_2
60354,segmento_3
60355,segmento_2
60356,segmento_3
60357,segmento_3
60358,segmento_3
60359,segmento_3
60360,segmento_2
21523,segmento_2
2402,segmento_3
60361,segmento_3
60362,segmento_3
16437,segmento_2
60363,segmento_2
60364,segmento_2
60365,segmento_1
2655,segmento_3
60366,segmento_3
60367,segmento_2
12252,segmento_2
60368,segmento_2
60369,segmento_2
16293,segmento_2
60370,segmento_3
60371,segmento_2
21619,segmento_2
60372,segmento_3
60373,segmento_3
60374,segmento_3
60375,segmento_2
60376,segmento_3
60377,segmento_2
20713,segmento_2
60378,segmento_3
16725,segmento_3
60379,segmento_2
60380,segmento_3
36907,segmento_1
60381,segmento_3
60382,segmento_3
60383,segmento_3
60384,segmento_1
60385,segmento_2
60386,segmento_2
60387,segmento_1
60388,segmento_3
17341,segmento_3
60389,segmento_3
60390,segmento_3
60391,segmento_2
60392,segmento_3
60393,segmento_3
60394,segmento_2
60395,segmento_3
60396,segmento_3
30401,segmento_3
60397,segmento_2
60398,segmento_3
60399,segmento_3
17171,segmento_2
60400,segmento_2
60401,segmento_3
60402,segmento_3
60403,segmento_2
60404,segmento_2
60405,segmento_2
60406,segmento_2
60407,segmento_3
60408,segmento_2
26283,segmento_2
60409,segmento_2
60410,segmento_2
60411,segmento_3
60412,segmento_3
60413,segmento_3
25684,segmento_3
11748,segmento_3
60414,segmento_2
60415,segmento_2
2137,segmento_2
11472,segmento_2
60416,segmento_2
11858,segmento_3
60417,segmento_3
60418,segmento_2
60419,segmento_3
60420,segmento_3
60421,segmento_3
20849,segmento_2
60422,segmento_2
11857,segmento_3
60423,segmento_3
60424,segmento_2
60425,segmento_3
60426,segmento_3
30465,segmento_2
2519,segmento_2
60427,segmento_2
60428,segmento_2
25861,segmento_2
60429,segmento_3
60430,segmento_2
60431,segmento_2
60432,segmento_2
11706,segmento_3
25810,segmento_2
60433,segmento_2
60434,segmento_2
4219,segmento_2
60435,segmento_1
60436,segmento_3
60437,segmento_3
7781,segmento_3
12056,segmento_3
60438,segmento_3
60439,segmento_2
60440,segmento_3
